hey guy glad see mangos back; neu
offy creature stand one point 'stare unit player example however target neither aggro implement; neu
m_creature- setfacingtoobject whatever_object_you_want_to_face; neu
guess n't mean type; neu
woops sorry see already ...; neu
permanent feign death permament; neg
probably need remove feign death status aura fade; neu
; neg
make break fix ... prepare another version currently; neu
thank nofantasy work nice ^^; compound
nice; pos
bloody hell awesome; neg
hop see get add since read forum topic good see make cut; neu
nice.. ra remove stay; neu
since ra part mangos still use old socket library either rewrite use ace drop personally advocate rewrite option ra still nice-to-have feature; neu
fragfrog nope 'm currently compile 0.12 branch trace bug; neu
lot software write use ra connection minimanager umanager game name drop soon otherwise many management tool stop work properly mention; neu
chance see comment forum using 0.12 branch version change soap result always empty reason would quite like thought; neu
've finish rewrite ra ace look good feedback welcome; compound
revision 'm get crash waypointmovementgenerator; neu
thanks ^^; pos
n't think least suggest; neu
procevent_procex proc_ex_normal_hit procextra active typo; neu
fix already next commit; neu
gr8 thx vladimir thx drklo; compound
thanks vlad; pos
cant launch mangosd.exe 9444 close mangosscript.dll launch; neu
call spell 44456 part script eventai; neu
1. set gm; neu
basepoint +addition effectdieside effectbasedice; neu
real question dbc reading dont get 44456 call spell 44455 witch scripteffect basepoint 44455 basepoint +addition effectdieside effectbasedice indeed test scripteffect work really nice; neu
n't add emote `` '' anyway answer spellid 44456 obtain within calculatesimplevalue function; neu
haa get would never find //helpers part def alone honestly ok thanks guy ofc hard feeling nofantasy; compound
move function one file another may fix crash problem; neu
crash; neg
../game/libmangosgame.a creatureairegistry.o function movementgeneratormedium creature waypointmovementgenerator creature :getresetposition unit float float float; neu
../game/libmangosgame.a creatureairegistry.o function movementgeneratormedium creature waypointmovementgenerator creature :getresetposition unit float float float; neu
confirming linux orion 2.6.24-1-686 ace crash-log previous rev clean build sd2; neu
get error; neg
r9439 work; neu
check freebsd magos build fine ... suggest full clean build; neu
ok thanks confirmation; pos
thx; pos
thanks =d; pos
thanks need lot crash fix; neu
see crash script code hell relate core go fix script; neu
still crash; neg
really fix still crash; neu
ok always wrong read post anyway care crash without useful info ...; neg
sorry vladimir test clean mango install -.- custom script rev; neu
good backtrace crash make the_game_master; neu
yes problem present mangos _without_ sd2 server crash load creature long movement list one-two may anyone present db; neu
see like crash possible broken db ... need real data catch script data create porblems must easy provide way reporduce ...; neu
've crash fix n't know help debug 's really crashlog ...; neu
'm manually re-apply movement list creature 94985 ytdb 5-6 crash load creature nothing criminal list ...; neu
data data crash backtrace help ... know crash help crash source ...; neg
fix.. crash ...; neg
great lift 1000needles barrens give dc; compound
crash taxi write taxi path crash ppl write something crash useless info possible need real specific data repeating; neu
becase backtrace help crash point know give info source problem; neu
great lift 1000needles barrens give dc; compound
crash ...; neg
code ../game/libmangosgame.a creatureairegistry.o function movementgeneratormedium creature waypointmovementgenerator creature :getresetposition unit float float float; neu
sorry previous post -.- try put post code; neu
hmm forum ... ah yes polite spam comment commits ...; neu
look code see; neu
lol really xd; pos
great; pos
achievement_criteria_type_equip_epic_item also use statistic work; neu
achieveme nt_crit eria_typ e_equip _epi c_item; neu
achievement_criteria_require_s_equiped_item_lvl think maybe 's `` superior '' `` epic ''; neu
crazy achievement_criteria_require_s_equiped_item useless; neg
need check case use equip dnalso ca n't check quality like way; neu
also use statistic work; neu
pvp kill achievement timed achievement must work another need script support; neu
achievement u need kill x mob sec go implement; neu
good code readability crucial know anything c/c++ even know compute sum two number programming language want provide good patch go ahead post forum otherwise enjoy mag; compound
relax tgm; pos
ha-ha f ... g brain xd; compound
lighten sarcastic; neg
reason particular 're f**king spelleffects.cpp file day; neu
sure 's even worth reply go piss tgm make code change tomorrow 'm certain community whole happy spell implement tad easy read code oh; compound
past day great project perspective changed movement code huge performance boost overall overhead cause mob erratic facing movement go problem cause character pets behave; compound
one dummy-effect; neu
error compile; neg
imo also make sense function like geteffindex would return spelleffectindex instead integer value; neu
fact like change partly late move git stash late re-do/complete; neu
yes one specific time dependent player enter _not_ _often_ _that_ _one_ _day_; neu
n't access dbc content know map talk n't see offy apply rule; neu
map specific difficulty reset time dbc rate apply time make final reset time less 1 day; neu
make raid like icc reset daily like heroic instead 7 day; compound
mean map instance heroic non-raid normal/heroic raid reset time specific map period day; neu
grr ... touch normal store dbc reset time prevent 0 reset time store dbc scale 0 rate config option small value int 7 0.1 ==0 code rate 0.1 make instaed 0 reset time like case use 1; neu
vladimir try say even put mangos.conf make instances reset less day minimum always 1 full day way reset instance less day would avoid problem late thi; neu
problem config; neg
period==0 check _before_ rate apply period 0 less day; neu
want period 1 hour raid raid instance complete time less small group small group cheater ...; neu
; neg
set rate 1 day less; neu
hardcoded one day good solution ...; compound
could add way make raid reset daily without edit dbc making people week reset icc ony silly private test server; neu
... dbc instead db table ...; neu
define `` config_float_rate_instance_reset_time '' fiction -/; neu
lol rate exist 2.x client time past always work way scale reset time full day count less 1 day; neu
's fine understand commit message read code p; neu
fact sure good make need skip lot useless comment search _real_ info like function declaration; compound
yay doxygen \o/; pos
note comment personal view affect work mango; neu
seems problem commit previous one im get float point exception* error `` cleaning instance '' start load get 50; neu
confirm world run fine; neu
ah yeah problem.. float pick decimals.. thanks help vladimir set 0.1 change 1; compound
maybe strange case ... `` float point exception '' something like operation nan possible ... commit ofc relate form load instance affect commit code execute server startup prev commits also modi; neu
see single place use float `` cleaning instance '' rate.instanceresettime value use value config; neu
hmm also n't must problem possible bug thanks info ...; compound
must fix 9407; neu
great work 's leave dual spec talent point move; compound
gc sorry way write comment misundestand think complaint often first post think; neu
talents hard part fact ... lot hard dual functionality sum; neu
ah problem actually didnt see comment edit; neu
suprise happen current build change-spec button push release talent point player pay gold manual re-spec function; neu
talents modify click change-spec button action-bars glyph switch talent speccs; compound
must fix 9401; neu
yes bug confirm work problem currently; neu
look good far ty; pos
next commit lot random crash expect like; pos
thanks patch fully kill problem; neg
read comment http //github.com/insider42/mangos/commit/ff0efa65ae811aee976ac2e11a2c438fcef0e6ef comment; neu
database support path cause schizo npcs; neu
'm compile debug info last log http //paste2.org/p/682910; neu
p; neg
onyxia lair spell trigger 20times remember; neu
last case cast triggered spell cast time cast another cast code unit :update call next world tick; neu
max chain spell around 4 5 like chain lighting another spell like bos spell might involve spell cast chain variable; neu
aaaaa okkk see thanks vlad; neu
slog.outerror `` spell u trigger aura spell u deep cast chain cast cast allow prevent overflow stack crash ``; neu
forgot mangosd.conf add; neu
fix 9394 thank; pos
program use `` 9385 '' make hand; neu
src/contrib/git_id; neu
sql/updates/9382_01_mangos_command.sql; neu
progress dual spec much implement; neu
implement action bars/glyphs; neu
euh error yet; neg
hard way commit ...; pos
vladimir becomes enrage p; neg
rofl hard need; pos
super; pos
eeeeeeeeeeeeerrrrrrrrrrrrrrrr 1; neu
nobody 's perfect; pos
typo hit vladimir 50000000 nerve damage target enrage 5 next commits commit reduce stack 1; neu
lol ^^; pos
typo hit vladimir 50000000 nerve damage target enrage 5 next commits commit reduce stack 1; neu
o_o ё спасибо за юмор; neu
+typedef std :map uint16 /*pair16 spec slot */ actionbutton glyphlist use anywhere; neu
ah problem; neg
's complete commit somehow stupid use git git_id xd; neu
think 've leave fix revision 10000; neu
awesome; pos
thanks; pos
ну вот наконец-то какой-то заметный и очень даже шаг к реализации двойной специализации; neu
omg thanks; pos
nice work; pos
great thx; pos
like step-by-step new feature development probably another development branch; neu
need next step must complete affect server work corruption way; neu
+1 tgm; neu
look like intstead simply update player file direct value value return function store formula affect one player field; compound
avoid explcit access updatefields ofc let late easy work code something change internal updatefields structure; neu
ok thanks; pos
cool thx; pos
sorry get confuse implement; neg
give mango team time know great job dual talent get implement wont see commit message say `` actual dual spec still implement '' instead see something like `` dual talent implemente; compound
fuuu 'm sorry much respecting developer vladimir cool work always shame mangos patch `` dual spec '' exist already long time work perfectly server also n't use `` official '' version; compound
note fully implement yet hope soon; neu
totally agree accord dual spec p; neu
+1 cyrex wait see; neu
`` long time wait vehicle also work normally patch ... ''; neu
mean dual spec go default soon mango; neu
o_o wow; pos
nice; pos
according http //www.wowhead.com/ item=45603 comment id=684322 highlighted line code incorrect; neu
nice; pos
thx need long time ... get rid junk; neu
warnings 3rd party component change anyway; neu
sd2 1 add remove disabled warning header 2 fix warning similar way ...; neu
shame community hmm supply community may ask hmm; neu
besides also open comment ... dont see difficult test-compiling repo commit it.. think perfectly okay push broken repos remind pull ...; compound
3razar3 shut 's compile error clean mango commit n't care forks/custom patch pull branch without even provide info commit author; neu
3razar3 really gtfo.. tom far one best programmer scene also test build compile fine learn2cleancompile scrub; compound
must issue coding clean revision compile fine; compound
mention early worry ... evo fix flaw late commit ... suppose mango say steal well..; neu
everyone evo guy forget obviously dude like spam mango git comment place criticize work see love god tomrus make hard work many month week day month; neu
devs quick search find famous `` evo x core super mutant ninja turtle power ranger '' code..; neu
catch quickly.. havent see ... 3.3.0a 332 fast ever pushed..; neu
idk get logic cyrex build since 2.4.3 build.. get say come since 3.3.2; neu
; neg
w/e commenting ... cyrex.. answer ... u pro-mangos person.. abandon go trinity much less come back; neu
lol clarify another friend also check since know think go trinity; compound
well shall recant post ... arent cyrex think well ... interest whatsoever concern interest =p; compound
would glad write name use script repo ... http //github.com/beleko/evo-x-core/commit/e87f9ab7b5d1c377f03d61f257675494954db176; neu
tasssadar ... beleko 's repo repo ... thank cyrex try get everyone believe evo ...; neu
ok deeply sorry post delete matter repo angry saw; neu
record believe people get credit matter respect read entire license find http //www.gnu.org/licenses/gpl-2.0.html; compound
thing great job nf; compound
n't sorry 'm proud job everybody work project; neu
vim n't able edit commit message vim officially add death-list telling thanks tom vladimir help base research updated formula; neu
major thing make order p give feedback work next 2 day p; neu
gameobjects link gameobject like pink visual aura dk portal ebon hold fix link go spawn gameobject type handle state change original gameobject; neu
good thx; pos
`` guid '' should'be `` targetguid ''; neu
10 ..\..\src\game\group.cpp 917 error c2065 'guid undeclared identifier; neu
ha indeed build problem must m_spellproto- id; neu
anyway thanks point; pos
fixed 9316 thank; pos
spell- id also work yes; neu
n't spell- id maybe 'm wrong n't test possibility; neu
give error break compile; neu
mean 3.3.2 n't; neu
haz bacport charcharcter 330a 322 pls u gief sql; neu
yeah 3.3.2; pos
ahahah; neu
nofantasy ^-^; neu
3.3.2; neu
need db support vehicle work scriptdev aswell btw nice work; compound
cool; pos
yes 's 3.3.2 3.2.2 's typo error ^^; neu
hadnt realize mango still back 3.3.0a til update ... evo-x-core support 3.3.2 quite ...; neu
support since patch drop let put way; neu
; neg
-.- quite ... n't even week since 3.3.2 come wo n't say `` correct word '' really need hear rhythm stfu; neu
evo-x cheap/fake magos copy opinion dunno write 3razar3; neu
btw n't give shit opinion rly belive skill sry language; neu
n't u think mango implement vehicle/dual spec /other stuff .. maybe cuz n't like way patch make maybe; neu
come conclusion roby run try mango; neu
way fit thier programming guideline ... mangos consistantly slow draw; neu
lol; pos
3razar3 use want relate mangos; neu
damn right keep vladimir good work; neu
still waitting `` 99-90 ''; neu
sound like good plan ... belive term come mind `` put ... '' know rest ...; neu
delete next note relate mangos strictly; neu
see drop rewmoneymaxlevel use dbc instead addition mangos code course; neu
data rewmoneymaxlevel still expect client also use value money receive max level; neu
questxp.dbc conten 100 records xp; neu
questxp.dbc conten 100 records xp; neu
number crazy; neg
talk crazy shit right; neg
problem except clean horribale hackish way detection ... one good map big differen diff version one time need ...; neu
vladimir hehe phrase `` talk crazy shit right '' funny movie dont remember movie although know good movie; neu
mean; neu
apply; neu
think mangos long support build 10505 3.2.2a; neu
well accord authcodes.h ln 50 realmd support 3.3.0a much; neu
mean 's typo comment p; neu
explicitly list old build one per client addon version add common multi-build support realmd expect support realmd release time officially support minor release client build sure autorization; compound
thanks tom zor work new update; neu
're extremely lucky patch major opcode change update field change whatsoever seemingly dbc structure change; neu
's great love hear; compound
lightguard congrats dev status first official commit; compound
graz; neu
congrats dev status; pos
graz; neu
gratula; neu
gratz lightguard nice job; pos
congratulations lightguard new dev house; compound
lutik right problem base fact currently use 0 highguid player anyway wrong way extract low guid; neu
n't know make sense n't correct use; neu
still fix im use 9296 clean get log crash; neu
big fix change fix; neu
sorry double post part whole commit since commit number guess first part several part whole commit number; compound
's tom_rus commit style; neu
thank; pos
rev 4 hour uptime counting hopefully frequent crash linux get fix; neu
go; neu
sorry mistake get error 9265 try 9266; neg
crash form hell server cant stay 1 minute 's clean version 9266; neu
hmm ... something confirm guy; neu
crashes often; neu
crashes often every 15 minute; neu
'm common comunicatin external apps mean last availeble multiple sql query queuing multiple request hadled time via one connection; neu
look code seem wonderful indeed; compound
error configure; neg
think dependent use break shell something like tested happense normal shell use like sh; neu
wo n't work properly without m4_patterns_allow definition ...; neu
anyways error reporting necessarily need revert add m4_patterns_allow exception; neu
reverted back; neu
ax check openssl; neu
yes error noobs call autoconf etc call autoreconf; neu
please explain try export info field data create separate table goal remove field data; neu
yes goal remove data field resolve need crazy client version switch converter; neu
must fix 9233; neu
cyclic dependence header showup; neu
*sigh*; neu
подтверждаю неудачный коммит вышел никогда у меня не было столько крашей ...; neu
пара с этим что-то делать эти креши это не нормально либо доработать либо удалить этот патч; neu
loot mgr crash group looting doesnt speed cause break/crashes 30 crash log row base; neu
serious bug find player n't move loot chest chest n't despawn player may loot many-many time; neu
'm dont enter forum 2-3 last month ~~ 'm re-register many time login get message `` type incorrect username password '' restore password email also work ...; neu
http //paste2.org/p/624577; neu
search forum lutik remember clearly write fix; neu
big thanks 's work fine; pos
thing must resolve issue; neu
../../../src/game/targetedmovementgenerator.cpp:280 ошибка specialization ‘ void followmovementgenerator :_updatespeed player ’ instantiation; neu
grr ... hate vs absent stricted c++ standard follow mode..; neu
use '-fpermissive end get; neu
expected fix 9211; neu
thanks; pos
thank improve movement system; pos
thx; pos
thanks vladimir; pos
thanks; pos
file include ../../../src/game/level2.cpp:46; neu
http //getmangos.com/community/showthread.php 12100-error-on-linux-compile p=100341 post100341; neu
confirm v get error; neg
possible fix 9202; neu
thank; pos
one error appear u go load character mangosd.exe close u fix new 9190 ver appear happen; neu
revert change local copy always update fix; neu
totem == null cause crash; neu
already fix 9191; neu
add time_to_restore check without work gameobjects custom animation though still need way time script problem cannon fire deadmines http //old.wowhead.com/ob; neu
original patch check typo comment; neu
's pincess huhuran princess huhuran ^^; neu
code crash file get close second time without re-opening anything like; neu
's meen use 2 version dbc yes like; compound
lol possible year already; neu
another way multi-locale support english/russian client server ...; neu
thx n't know feature multi-dbc; neu
thanks good dardennf ^^; pos
great work; pos
nice work; pos
thank much; pos
thank vladimir nofantasy main reason donate mango project; neu
thank vladimirmangos; pos
thanks ^^; pos
ah yes need rebuild git_id; neu
... 's 2010 already darn tool ...; neu
lol change sql/updates/makefile.am; pos
enfeeble; neu
enfeeble; neu
thanks linux; pos
list.h need util.h math.h util.cpp compile fine without windwos; neu
list.h math.h see list.h/math include util; neu
fillraidorpartyhealthprioritytargets use withcaster=true; neu
please look http //filebeam.com/020b49b33b2f24540a122cef18c8c8e5; neu
unit* target m_targets.getunittarget; neu
m_target- castspell m_target 53521 true null; neu
think spell description summons 2 carrion beetles every second 4 sec; neu
yes 2x expect 4 time 8 total think way achieve may exist; neu
http //www.wowhead.com/ spell=5215 apply player debuff wrong; neu
http //www.wowhead.com/ spell=1784 also bug; neu
possible fix work http //paste2.org/p/590202; neu
thanks happy new year; pos
need add raidorpartyhealthprioritytargets; neu
hm maybe ... see comment select target well know wiki head site; neu
ok thank; pos
's say http //www.wowwiki.com/circle_of_healing; neu
9102 re-implemented; neu
uint32 maxticks getauramaxticks; neu
assignment instead match; neu
well know assigment-with-check-non-null c++; neu
brokes spell http //www.wowhead.com/ spell=50842 try use hostile target example enemy player mob get error bad target result spell_failed_bad_targets; neu
yes also fix cast dmg spell friend; compound
becuase forgeo remove self2 remove self target mode explicit possitive target; neu
problem must fix 9098; neu
getmangos.com close time post patch; neu
insider42; neu
configuration properties linker system stack commit size; neu
thanks answer; pos
fix vampiric touch insane damage dispel http //github.com/tasssadar/valhalla-; neu
add ofcourse set mangosd property; neu
one; neu
donate want; pos
getmangos.com close time post patch; neu
commit relate totally discussion answer post case; neu
new crash get 2 time row; neu
n't know repeat maybe know base affected code pet load ...; neu
sure relate change; pos
n't know reproduce player produce crash player produce crash 2 time ca n't remember action crash relate http //github.com/insider42/mangos/commit/b11ae0a487381ac668967bff1813a571574ed2; neu
found two typo break build; neu
found two typo break build; neu
confirm quest_flags_low_level 0x00080000 ...; neu
umsg_unknown_1286 0x506 pcodes.h line 1323 ^^; neu
think commit incorrect boss script check instance difficulty use proper spell regular example 28796 heroic 54098 know use previous version long time ... also check lutik 's scr; neu
different spell use heroic v regular affected target depend 10 v 25 man mode source well know wiki; neu
talk 25man version use different spell 10 man commit incorrect example script n't support heroic version anyway make 10man version spell cast number affected target wr; neu
`` heroic '' mean 25man 's habit; neu
know 25 spell version beacuse generci remark like case helful; neu
example; neu
small typo prev post; neu
ok start see point right check strictly need however n't make wrong enter 25-man boss cast 28796 error code simply expect bos use different; neu
's useless call getmap result; neu
wrong commit; neg
thanks; pos
know warlock 's pet permanent pet follow owner owner mount work blizz server; neu
thanks review anyone idea fix correct way; neu
typo report test permanent unsummoned temporary unsummoned ofc maybe checkd hunter case; neu
suggest alternative wrong existed way case; neu
found another bug; neu
sure warlock pet ...; neu
see http //www.youtube.com/watch v=xnljflkj56c translated=1 1:37 minute movie official server 3.1 patch; neu
ti bg maybe unsummoned bg; neu
right see huge amount warlock pvp movie notice pet unsummoned _only_ arena; neu
add thank; pos
appreacate work core 's ok take christmas know; neu
boomkin thanks; pos
wonder; neu
must carefully read spell description example first rank; neu
// judgement command proc always crits stunned target part remove accord 3.2.2 patch change; neu
9069 remove thank; pos
compile fail centos 5.3; neg
confirm ca n't compile rhel 5.4; neu
one spell must cast mutating injection expire 28206; neu
thanks hope casting 28206 include official repository; compound
9063 second spell add thank info; neu
yes info; pos
caster- castspell m_target,28206 true; neu
http //www.wowhead.com/ spell=50842 affect caster friendly target; neu
oh add useless previous patch; neu
_correct_ know case wrong effect also add caster anyway way; neu
ah comit maybe stop post unrelated note commit; neu
fact suggest unrelated patch also reject becasy need general fix tartet mode pair wotj self2 target mode instead add hack; neu
en normal bomb n't damage m_target target aoe zone previous patch astellar make cast original caster target take final damage; neu
en boom effect examle http //www.wowhead.com/ spell=46419; neu
en boom effect examle http //www.wowhead.com/ spell=46419; neu
en boom effect examle http //www.wowhead.com/ spell=46419; neu
previous patch astellar make cast original caster target take final damage; neu
must fix 9056; neu
thank ^_^; pos
revision coused compile error think; neu
; neg
clean compile window vs2008 compiled fine; compound
mrhooha maybe linux; neu
xeross yes debian; pos
must fix second similar case 9044; neu
spell like mind flay shadowstep wo n't work hostile target; neu
first wprl second confirm look; neu
proper data achievement_criteria_requirement criterias past diabled ca n't complete ofc dependent db; neu
ok current implemetation wrong player allow use spell define shapeshift.dbc; neu
fix drak'tharon keep last bos thanks; neu
think complete need add one check current form req check function disable spell like form; neu
thanks sound good.. think form n't use anymore..; neu
nice; pos
remember update 3.3.0 branch support 3.3.0; neu
330 branch realmd 330 mangosd also realmlist; neu
client ignore `` offline '' state realmlist set config; neu
oh see check mangosd sorry; neu
mean ignore case info dependent mangosd mangosd accept client build accept connection; neu
missing value line 176 realmd.sql; neu
right must work current way also add; neu
mostly mean 've write commitmessage.. ^^; neu
mean druid new skin affect color hair; neu
graz; neu
bad; neg
woot 9000 rev; pos
commit revert 9003 result find diff relate problem debug server lag case ...; neu
graz 9000 rev х; neu
big thanks; pos
btw -33 wowhead custom id; neu
know affect real work ppl use wowhead look chnages think anyway; neu
remove _by_chance_ damage 5k middle damage need remove; neg
n't hex remove 5k dmg caster dmg; neu
wow ... thx; pos
client support ...; pos
client support 'm wonder implement ascent; neu
indeed *bows*; neu
big thx go berserk commiting; neu
procdamageandspellfor need special case handle weapons maelstorm proc e.g need completely remove cast one boost spell; neu
right fix 8966; neu
really need empty line; neu
sweet; pos
thx lot yay; pos
thanks lot; pos
using spell 53601 remove spell 20911 25899 right; neu
thanks ok; pos
must fix 8969; neu
anyway dummy aura patch http //getmangos.com/community/showthread.php t=11366; neu
ut 66922 trigger 57345; neu
bug still exist 57345 proc 66922 without item; neu
en find bug try heal 48785 58597 buff yes trigger 66922 66922 trigger 57345; neu
want easy reproduce .aura 58597 use flash light self many time 57345 become trigger without equipped item ofcourse; neu
6 sec cooldown add 9070; neu
reproduce new character find reason garbage _my_ database playercreateinfo table; neu
ok test new character reply bug persists; neu
availeble documentation new gossip system; neu
nofantasy menu look like; neu
damn show; neg
anyone please copy-paste link paste2.org something like; compound
's small documentation nofantasy; neu
thanks; pos
http //paste2.org/p/549859; neu
grr mean handlegossipselectoptionopcode; neu
`` result gossip go possible '' clear sorry gossip go possible show text main window gossip _selections_ yet implement need implementation handlegossiphelloo; neu
last many thanks author people make work; neu
think commit totally incorrect glyph heal player immediately pw shield apply work official server; neu
hmm far know spell castable player patch make uncastable; neu
fixed generic way 8940 taunt-like spell; neu
thank try late; pos
sweet; pos
`` implementation gossip gameobjects future ''; neu
's one main feature ascent-based server; neu
care ... less important part development existing future server affect form mango development; neu
lol tense ... guess dont like hear emu ...; neu
well comment relate przemratajczak 's one 'm sorry accidentaly somewhat cruel anyway; neu
check pointer caster successfully create; compound
try clean solution recompile; pos
never mind warning big deal; neu
8894 check add 's apply part apply call case normal player caster base early code check near impossible find caster agree special case maybe happens good avoid cra; compound
last comment; neu
need immunity; neu
understand attempt say; neu
test creature* isstopped motion master state thats mean creature really stop; neu
strange question test yes course yes point see code current movement creature move stand still reason apply flag either creature move _af; neu
relate gameobject template already present udb forum; neu
hack revert; neu
summon like summon_type_wild2 need aura stack add time heal spell effect heal effect call stack count casted heal effekt interactor; neu
i'ts wild summon wild summon mean set caster faction object object `` free '' connect caster; neu
typo 's ca n't wild summon; neu
maybe glyph next could close dual spec one step closer; neu
finally thanks; pos
talent point possible extract; neu
need extract recalculate load talent point data db use server character load need extract drop data field drop really req data store field; neu
guess character_skills table add playerdump character delete handler; neu
maybe use begin commit sql could good ...; compound
yes good remark point look tomorrow fix someone; compound
fixed 8896; neu
replace; neu
probably gameobject-related chunk mangos.sql add accidentaly; neu
thank form finish patch remove next commit; compound
speedup early check exist packet send client cheating tool; neu
ah copy-paste mistake thanks; pos
fact exist patch problem problem exist commit; neg
slog.outerror `` session receive non-existed opcode 0x .4x '' lookupopcodename opcode opcode; neu
n't think commit break anything.. next commit 've also fix stuff one.. exactly commit n't use; neu
seem stability issue commit database full compliance also use basic mango script crashes two tester anyone else stability issue investigate issue try revertin; neu
thanks balrok; pos
trigger spell expect proc heal/damage; neu
53601 correct proc flag fact suppose proc kind spell; neu
ca n't set instance reset time manually; neu
ca n't set instance reset time manually; neu
sweet; pos
ace update late version source rather old 5.7.4 current 5.6.5 bundle; neu
probably update bundled ace version soon keep mind even late version bug make difference; neu
yep upgrade ace late version would cool..; neu
easiest way fix would comment mutex definition lock use patch code; neu
agree anyway current mangos way work mutex need currently; neu
current mango also tbb bundle may mutexes use instead; neu
use tbb mutices switch 100 tbb thread code mixing two thread libs bad idea; neu
one good linux; pos
's tbbmalloc; neu
cyrex linux tbbmalloc reduce performance 10-30; neu
try compile -- with-std-malloc -- with-std-malloc= '' yes '' still compile tbb cant tell moment works good; neu
added form option useless; neu
correct work option must _all_ cpp affect tbb use include make wrong way; neu
sorry think missundestand way work option possible work correctly right ...; neu
option work intend; neu
yes vladimir aparently -- with-std-malloc= '' yes '' work compile tbb libraries; compound
http //paste2.org/p/508735 mean sorry; neu
class fix effect; neu
well know wikik page one effect explciit confirmation point last case must eb class specific 2 instead3 case ...; neu
would use paste2 instead post gist; neu
wowhead comment say http //www.wowhead.com/ item=47499 comment procs ap/spd shaman str/spd druid paladin others static; neu
ok updated state 8879 thank; pos
nice; pos
thx vladimir; pos
probably; neu
main target field reset negative aura remove load expire offline time length reset propertly field set apply; neu
configure error find source src/shared/base.cpp .. ..; neu
must fix 8792 thank point ofc configure need regenerate fix apply; neu
also configure line 735 ac_unique_file= '' src/shared/base.cpp ''; neu
wpassert make gdb crazy create core dump good remove easily; pos
sure wo n't harm stability due getmap call; compound
think lib update need finally rewrite getmap concern method update; neu
dont mean rude anything; neu
jaddie 's open source fix instead complain; neu
1 think time position point must focus; neu
focus intensely hard something trivial mailbox seem go massively make edits pretty much work fine; neu
totally agree; pos
tell thanks devs work free.. ^_^; neu
would fix know c++ cant arsed c++ hate language im learn c im gon na work wcell since develop thing well fast concentrate important thing; neu
agree 2 thats good developer work; compound
haha; pos
vladimir would n't waste breathe 'm 're try justify someone say hat c++ 's learn c instead; neu
write code properly first place apply; neu
agree everything else disagree statement regard c `` drag drop '' sure ui designer ... wcell n't ui fact wcell extremely well-designed also disagree c/c++ c c ric; neu
n't get wrong guy use c tool development quick hobby project would n't even think use game development standpoint; neu
agree everything else disagree statement regard c; neu
p; neg
look mapdifficulty.dbc; neu
3 spawn mode; neu
seam 0 still fail check like questlevel 0 activate dynamic level; neu
probably good show db error new table empty; neu
3.x table expect data; neu
move method use item pointer simply include item.h mail.h restore build completely; neu
break full funcionallity sd2 script; neu
ok forget comment; pos
seems bug player bag unable use items/drop etc; neu
thank; pos
change 8750 sql problem still come error sql mail_loot_template; neu
problem ...; neg
core problem result wrong data db; neg
problem cant use update 8749 01 mangos mail loot template sql; neu
thats becose rewmialtemplateid 0 quest_template; neu
none 0 normal value quest n't must duplicate mail template id different quest; neu
error; neg
proper db happen later commit add check like case ca n't 2 quest mailtemplateid; neu
！; neg
data old db format quest mail loot quest _don't_ must db 2 quest mailtemplateid already wrong data db avoid error like quest loot old quest_mail_loot_template; neu
rename table quest_mail_loot_template mail_loot_template; neu
thanks information understand thing get troublesome format change numerous distribution dependant data float around; neu
haha well n't exactly solution actually since entry share mail loot id 86 lunar festival npcs 98 hermit believe need mail_loot_template cover; compound
yes last solution correct problem indeed non-shared loot old table share mail template id quest; compound
n't dot damage already reduce calculatespelldamage well source spell damage n't reduce twice commit; compound
even post wrong seem like dot damage mob reduce though resilience affect damage player ... think check caster aura player; neu
must fix 8747; neu
n't dot damage already reduce calculatespelldamage; neu
maybe add /mp tbb tbbmaloc project command line also change /w3 /w4 project general tab w32 x64; neu
experience trouble allocater even though use intel chipset send gdb; neu
3 hope one back-ported mangos-0.12 o_o; neu
n't sorry thanks make us; neu
thank old vlad devs appreciate work dedication sorry us time annoy p; neu
critical issue still present; neu
thx; pos
yep thx really reason anoying sendobjectupdates crash; pos
m_modifier.m_amount m_target- getmaxpower power_mana 25 10000; neu
nvm im wrong p; neg
thx; pos
hmm maybe check creature first make one safe; neu
netsky 'this never 0x0 would; neu
mean; neu
ok 's true look whole method; compound
thx lot problem seem go; neu
thx would enough include corpse.h wrong; neu
right fix way leastuntil point finish current objectaccessor.h cleanuop include cleanup final state; neu
btw also could cast bug line object* thing getguid avoid include.. 's microsoft compiler n't complain design-decision add include there..; neu
compile error relate void addobject corpse *object hashmapholder corpse :insert object; neg
include `` corpse.h '' miss; neu
part code maybe also stop loop soon roll 0; neu
think stop; neg
ah think understand mean like; neu
may correct also decrease little bit chance achieve pool allow object limit condition take first available spawn roll one already spawn; neu
reduce cpu usage little since n't loop nothing roll become 0; neu
addition spawn 2+ item pool meaning pool object equally chance 0 could imagine pool 5 object a:50 b:25 c:12 d:8 e:0 rest spawns 3 one `` '' spawn meanin; neu
refresh; neu
think crash fix work fine..; neu
nope working..; neu
balrok friend need little attention crash ...; neu
send gdb stack; neu
commit; pos
hi vladimir sorry use chat mi mistake want help little improve mango; compound
1 crash relate commit; neg
thank totaly right check correct also spiritguides invisible; neu
ok balrok go test tell; neu
mh want add another change ca n't test right maybe someone else http //pastebin.com/m1306cc96; neu
id 63320; neu
